Epoch,train_loss,train_accuracy,val_loss,val_accuracy
1.0,1.763064158974706,0.38828617504764695,1.746041178703308,0.41836734693877553
2.0,1.3314962931662218,0.5379709719982407,1.838742003148916,0.41836734693877553
3.0,1.1260033344404559,0.6132531886820114,1.3471459709868139,0.5918367346938775
4.0,0.9948346681074739,0.6554757366954992,2.192396640777588,0.45918367346938777
5.0,0.8856255082052276,0.6974050725700044,0.9785300383762437,0.6224489795918368
6.0,0.7900563251751991,0.7333235595953672,0.7362026377600066,0.7448979591836735
7.0,0.7202360197047547,0.7578067732004105,0.8213018282335631,0.7040816326530612
8.0,0.6417347351366292,0.7832429262571471,1.2358195555529423,0.6224489795918368
9.0,0.5737610704068511,0.8063333822020232,0.7010039830086182,0.7755102040816326
10.0,0.5212438343260194,0.8248057469579241,0.6628439061495722,0.7448979591836735
11.0,0.45644533522334235,0.8481894150417827,0.8189049618584769,0.7551020408163265
12.0,0.40961549470736086,0.8654889312417534,0.6239152649531559,0.7346938775510204
13.0,0.3484740223489257,0.889092508429849,0.7495842716675631,0.7346938775510204
14.0,0.3030241778948635,0.9031666911010116,0.8629225042401528,0.7448979591836735
15.0,0.24826791774814141,0.9236915408297903,0.7628319309074052,0.7551020408163265
16.0,0.2069547004913623,0.9360797537018033,1.0081707858005349,0.6836734693877551
17.0,0.16592725871324435,0.9518399061721156,0.6607722050833459,0.7551020408163265
18.0,0.13550439399631994,0.9604163612373552,0.5750682223208097,0.7857142857142857
19.0,0.10365403540243485,0.9697258466500513,0.600880182519251,0.8469387755102041
20.0,0.08028250882229206,0.9788887259932562,0.5486666201328745,0.8163265306122449
21.0,0.06302217043157443,0.9857059082246005,0.44972948152191783,0.8673469387755102
22.0,0.05558932440871805,0.9873918780237502,0.3427380208206382,0.8673469387755102
23.0,0.04431367807419065,0.9900307872745931,1.0830776531062782,0.7755102040816326
24.0,0.03626821844843611,0.9923764843864537,1.672520366858463,0.6938775510204082
25.0,0.027974618924597353,0.9947954845330597,0.9607084527307627,0.7040816326530612
26.0,0.029678020225705384,0.993915848116112,0.3155473764096054,0.8877551020408163
27.0,0.01645734126894919,0.9980941210966134,0.3899927117870123,0.8979591836734694
28.0,0.02182178305585706,0.9953819088110247,0.4465490178186066,0.8673469387755102
29.0,0.014394674693195898,0.9981674241313591,0.35339221115133784,0.8571428571428571
30.0,0.01073274884417734,0.9986072423398329,0.3873162917336639,0.8877551020408163
