Epoch,train_loss,train_accuracy,val_loss,val_accuracy
1.0,1.338198983669281,0.5185267857142857,1.409443313734872,0.5401785714285714
2.0,1.0549516209534235,0.6316964285714286,1.0055051752499171,0.6473214285714286
3.0,0.933632333789553,0.6783482142857142,0.9360669153077262,0.6776785714285715
4.0,0.8025159327047212,0.7190848214285714,0.8248098347868238,0.7392857142857143
5.0,0.7197383370782647,0.7516741071428571,0.794828530720302,0.7151785714285714
6.0,0.6229515604674816,0.78515625,0.6471437041248594,0.7919642857142857
7.0,0.5704232555414949,0.8045758928571428,0.6206065458910806,0.7955357142857142
8.0,0.521168390288949,0.82265625,1.0064589781420572,0.7107142857142857
9.0,0.450363084487617,0.8486607142857143,0.6429514757224492,0.7767857142857143
10.0,0.40096357682985917,0.86328125,0.47623963611466547,0.8517857142857143
11.0,0.36425144116261177,0.8768973214285715,0.48094999747616907,0.8410714285714286
12.0,0.32677387760153837,0.8861607142857143,0.5012763640710286,0.8455357142857143
13.0,0.273332069920642,0.9046875,0.4510560252836772,0.8651785714285715
14.0,0.2362402661570481,0.91875,0.4156419507094792,0.8732142857142857
15.0,0.21858728857311818,0.9248883928571429,0.5327505107436862,0.8383928571428572
16.0,0.16655354336835443,0.9426339285714286,0.5253821177142007,0.8553571428571428
17.0,0.1484773037123627,0.94921875,0.5586553428854261,0.8446428571428571
18.0,0.13058647011639551,0.9547991071428571,0.5371155579707452,0.8669642857142857
19.0,0.11806649973815574,0.9591517857142857,0.6093704134225846,0.8357142857142857
20.0,0.08665030514987718,0.96953125,0.42537203154393605,0.8910714285714286
21.0,0.08486982470328387,0.9716517857142857,0.5563179446118218,0.8696428571428572
22.0,0.0742955285789711,0.9743303571428571,0.6093885072640011,0.8589285714285714
23.0,0.08344901675508092,0.9715401785714286,0.45797176297221864,0.8821428571428571
24.0,0.06732519866906972,0.9782366071428571,0.5245370530656406,0.8794642857142857
25.0,0.0741679335561847,0.9763392857142857,0.5975848278163799,0.8714285714285714
26.0,0.045088143410144506,0.9856026785714286,0.6842115453311375,0.8616071428571429
27.0,0.04647924442750601,0.9854910714285714,0.5933484166860581,0.8642857142857143
28.0,0.05037454528625988,0.9824776785714285,0.591713828274182,0.8625
29.0,0.03447327086926504,0.9881696428571428,0.6376261872904642,0.8696428571428572
30.0,0.06268055559381278,0.9791294642857142,0.6610442250967026,0.8589285714285714
